locality,postal_code,district,province,province_int,region,region_int,district_int,ratio_free_build
Attert,6717,Arlon,luxembourg,10,wallonie,1,39,-0.8624281806487949
Habay,6724,Virton,luxembourg,10,wallonie,1,23,-0.6981120431623047
Étalle,6740,Virton,luxembourg,10,wallonie,1,23,-0.7725383952962527
Musson,6750,Virton,luxembourg,10,wallonie,1,23,-1.2498836333119723
Virton,6762,Virton,luxembourg,10,wallonie,1,23,-1.0168362524879784
Libramont-Chevigny,6800,Neufchâteau,luxembourg,10,wallonie,1,16,-0.6117877195068652
Chiny,6810,Virton,luxembourg,10,wallonie,1,23,-0.3118550232096052
Bouillon,6830,Neufchâteau,luxembourg,10,wallonie,1,16,-0.1740603571589246
Bouillon,6833,Neufchâteau,luxembourg,10,wallonie,1,16,-0.1740603571589246
Paliseul,6850,Neufchâteau,luxembourg,10,wallonie,1,16,-0.5521365688854891
Paliseul,6852,Neufchâteau,luxembourg,10,wallonie,1,16,-0.5521365688854891
Paliseul,6853,Neufchâteau,luxembourg,10,wallonie,1,16,-0.5521365688854891
Marche-en-Famenne,6900,Marche-en-Famenne,luxembourg,10,wallonie,1,24,-1.2814005380725941
Wellin,6924,Neufchâteau,luxembourg,10,wallonie,1,16,-0.4603389501309099
Nassogne,6950,Marche-en-Famenne,luxembourg,10,wallonie,1,24,-0.5312299559524897
Nassogne,6952,Marche-en-Famenne,luxembourg,10,wallonie,1,24,-0.5312299559524897
Tenneville,6970,Marche-en-Famenne,luxembourg,10,wallonie,1,24,-0.3042060868417184
Rendeux,6987,Marche-en-Famenne,luxembourg,10,wallonie,1,24,-0.5141518422132887
Érezée,6997,Marche-en-Famenne,luxembourg,10,wallonie,1,24,-0.7154561150575893
Mons,7022,Mons,hainaut,6,wallonie,1,11,-2.2921898083274823
Mons,7034,Mons,hainaut,6,wallonie,1,11,-2.2921898083274823
Quévy,7040,Mons,hainaut,6,wallonie,1,11,-1.3075660347567466
Quévy,7041,Mons,hainaut,6,wallonie,1,11,-1.3075660347567466
Soignies,7063,Soignies,hainaut,6,wallonie,1,33,-1.7195300128355355
Estinnes,7120,La Louvière,hainaut,6,wallonie,1,32,-1.1829269521891903
Binche,7130,La Louvière,hainaut,6,wallonie,1,32,-2.2326723569282567
Chapelle-lez-Herlaimont,7160,Charleroi,hainaut,6,wallonie,1,21,-2.425182884876668
Manage,7170,Soignies,hainaut,6,wallonie,1,33,-2.7003279988875764
Seneffe,7181,Soignies,hainaut,6,wallonie,1,33,-1.4466274532296481
Écaussinnes,7191,Soignies,hainaut,6,wallonie,1,33,-1.7829504484631384
Saint-Ghislain,7332,Mons,hainaut,6,wallonie,1,11,-2.033290225626708
Dour,7370,Mons,hainaut,6,wallonie,1,11,-2.1101881763927395
Quiévrain,7380,Mons,hainaut,6,wallonie,1,11,-1.7089369750611003
Quaregnon,7390,Mons,hainaut,6,wallonie,1,11,-2.990360067585215
Tournai,7502,Tournai et Mouscron,hainaut,6,wallonie,1,6,-1.9648941690841963
Tournai,7506,Tournai et Mouscron,hainaut,6,wallonie,1,6,-1.9648941690841963
Tournai,7520,Tournai et Mouscron,hainaut,6,wallonie,1,6,-1.9648941690841963
Tournai,7534,Tournai et Mouscron,hainaut,6,wallonie,1,6,-1.9648941690841963
Antoing,7642,Tournai et Mouscron,hainaut,6,wallonie,1,6,-1.6552564670776038
Mont-de-l'Enclus,7750,Tournai et Mouscron,hainaut,6,wallonie,1,6,-1.7729209105676051
Celles,7760,Tournai et Mouscron,hainaut,6,wallonie,1,6,-1.3348004599734626
Comines-Warneton,7781,Tournai et Mouscron,hainaut,6,wallonie,1,6,-1.8100640308320972
Comines-Warneton,7782,Tournai et Mouscron,hainaut,6,wallonie,1,6,-1.8100640308320972
Comines-Warneton,7783,Tournai et Mouscron,hainaut,6,wallonie,1,6,-1.8100640308320972
Ath,7811,Ath,hainaut,6,wallonie,1,9,-1.7484161966211766
Ath,7823,Ath,hainaut,6,wallonie,1,9,-1.7484161966211766
Lessines,7862,Ath,hainaut,6,wallonie,1,9,-1.9544978563841924
Ellezelles,7890,Ath,hainaut,6,wallonie,1,9,-1.7376553321365327
Belœil,7971,Ath,hainaut,6,wallonie,1,9,-1.7183691138397839
Ixelles,1050,Bruxelles-Capitale,bruxelles-capitale,3,bruxelles-capitale,2,30,-3.458049905353811
Koekelberg,1081,Bruxelles-Capitale,bruxelles-capitale,3,bruxelles-capitale,2,30,-3.28966725251555
Bruxelles,1130,Bruxelles-Capitale,bruxelles-capitale,3,bruxelles-capitale,2,30,-2.581414936244784
Woluwe-Saint-Pierre,1150,Bruxelles-Capitale,bruxelles-capitale,3,bruxelles-capitale,2,30,-3.539717582182534
Incourt,1315,Nivelles,brabant-wallon,8,wallonie,1,4,-1.7121111048384088
Chaumont-Gistoux,1325,Nivelles,brabant-wallon,8,wallonie,1,4,-2.363841630323683
Ottignies-Louvain-la-Neuve,1341,Nivelles,brabant-wallon,8,wallonie,1,4,-2.670084035741534
Wemmel,1780,Hal-Vilvorde,brabant-flamand,5,flandre,0,8,-3.1466088191233967
Fourons,3798,Tongres,limbourg,7,flandre,0,7,-0.9351409747692409
Liège,4020,Liège,liege,4,wallonie,1,3,-2.830604864273826
Herstal,4040,Liège,liege,4,wallonie,1,3,-2.7658988954072066
Herstal,4042,Liège,liege,4,wallonie,1,3,-2.7658988954072066
Chaudfontaine,4052,Liège,liege,4,wallonie,1,3,-3.1236125239772212
Héron,4218,Huy,liege,4,wallonie,1,15,-1.7586485480960716
Geer,4253,Waremme,liege,4,wallonie,1,14,-1.771854215207943
Braives,4261,Waremme,liege,4,wallonie,1,14,-1.691391228921149
Braives,4263,Waremme,liege,4,wallonie,1,14,-1.691391228921149
Juprelle,4458,Liège,liege,4,wallonie,1,3,-1.9128490728370573
Neupré,4480,Liège,liege,4,wallonie,1,3,-2.478162615058977
Visé,4602,Liège,liege,4,wallonie,1,3,-2.22863580488391
Soumagne,4631,Liège,liege,4,wallonie,1,3,-2.6133575280061447
Herve,4652,Verviers,liege,4,wallonie,1,5,-1.9894992082644871
Eupen,4701,Verviers,liege,4,wallonie,1,5,-1.1133098650482713
La Calamine,4720,Verviers,liege,4,wallonie,1,5,-2.2499092598456496
La Calamine,4721,Verviers,liege,4,wallonie,1,5,-2.2499092598456496
Bullange,4760,Verviers,liege,4,wallonie,1,5,-0.39666423881492385
Bullange,4761,Verviers,liege,4,wallonie,1,5,-0.39666423881492385
Saint-Vith,4784,Verviers,liege,4,wallonie,1,5,-0.6570755402905435
Burg-Reuland,4790,Verviers,liege,4,wallonie,1,5,-0.2846583064939332
Verviers,4800,Verviers,liege,4,wallonie,1,5,-2.838255646959387
Dison,4820,Verviers,liege,4,wallonie,1,5,-2.4192404731587875
Jalhay,4845,Verviers,liege,4,wallonie,1,5,-1.1530603075600052
Aubel,4880,Verviers,liege,4,wallonie,1,5,-1.807846408418871
Trois-Ponts,4980,Verviers,liege,4,wallonie,1,5,-0.3208984570679383
Namur,5021,Namur,namur,9,wallonie,1,1,-2.5327944470916157
Namur,5022,Namur,namur,9,wallonie,1,1,-2.5327944470916157
Profondeville,5170,Namur,namur,9,wallonie,1,1,-2.2177090499348537
Assesse,5336,Namur,namur,9,wallonie,1,1,-1.2489609259601868
Havelange,5374,Dinant,namur,9,wallonie,1,0,-0.6591383447839794
Onhaye,5520,Dinant,namur,9,wallonie,1,0,-0.5920256682961532
Onhaye,5524,Dinant,namur,9,wallonie,1,0,-0.5920256682961532
Hastière,5541,Dinant,namur,9,wallonie,1,0,-0.9758937217554582
Hastière,5542,Dinant,namur,9,wallonie,1,0,-0.9758937217554582
Houyet,5563,Dinant,namur,9,wallonie,1,0,-0.3634611181692135
Houyet,5564,Dinant,namur,9,wallonie,1,0,-0.3634611181692135
Doische,5680,Philippeville,namur,9,wallonie,1,12,-0.1588373802593274
Charleroi,6001,Charleroi,hainaut,6,wallonie,1,21,-2.8855335437554714
Charleroi,6044,Charleroi,hainaut,6,wallonie,1,21,-2.8855335437554714
Fontaine-l'Évêque,6140,Charleroi,hainaut,6,wallonie,1,21,-2.3149898960228175
Fleurus,6220,Charleroi,hainaut,6,wallonie,1,21,-1.8099311284986277
Thuin,6532,Thuin,hainaut,6,wallonie,1,18,-1.5349956674448335
Vaux-sur-Sûre,6642,Bastogne,luxembourg,10,wallonie,1,31,-0.4813873636966113
Houffalize,6663,Bastogne,luxembourg,10,wallonie,1,31,-0.3667708615461336
Gouvy,6670,Bastogne,luxembourg,10,wallonie,1,31,-0.305068953701205
Sainte-Ode,6680,Bastogne,luxembourg,10,wallonie,1,31,-0.05671105332037909
Bertogne,6688,Bastogne,luxembourg,10,wallonie,1,31,-0.44456953695593393
Arlon,6706,Arlon,luxembourg,10,wallonie,1,39,-1.5638984102976647
Habay,6720,Virton,luxembourg,10,wallonie,1,23,-0.6981120431623047
Habay,6721,Virton,luxembourg,10,wallonie,1,23,-0.6981120431623047
Étalle,6741,Virton,luxembourg,10,wallonie,1,23,-0.7725383952962527
Aubange,6790,Arlon,luxembourg,10,wallonie,1,39,-1.8593203296248104
Aubange,6792,Arlon,luxembourg,10,wallonie,1,39,-1.8593203296248104
Bouillon,6832,Neufchâteau,luxembourg,10,wallonie,1,16,-0.1740603571589246
Malmedy,6834,Verviers,liege,4,wallonie,1,5,-1.1483687606644406
La Roche-en-Ardenne,6984,Marche-en-Famenne,luxembourg,10,wallonie,1,24,-0.16592298577206152
Mons,7012,Mons,hainaut,6,wallonie,1,11,-2.2921898083274823
Mons,7030,Mons,hainaut,6,wallonie,1,11,-2.2921898083274823
Mons,7032,Mons,hainaut,6,wallonie,1,11,-2.2921898083274823
Morlanwelz,7140,La Louvière,hainaut,6,wallonie,1,32,-2.7016054829487675
Bernissart,7320,Ath,hainaut,6,wallonie,1,9,-1.999142412718913
Quiévrain,7382,Mons,hainaut,6,wallonie,1,11,-1.7089369750611003
Tournai,7500,Tournai et Mouscron,hainaut,6,wallonie,1,6,-1.9648941690841963
Tournai,7504,Tournai et Mouscron,hainaut,6,wallonie,1,6,-1.9648941690841963
Tournai,7532,Tournai et Mouscron,hainaut,6,wallonie,1,6,-1.9648941690841963
Tournai,7542,Tournai et Mouscron,hainaut,6,wallonie,1,6,-1.9648941690841963
Péruwelz,7602,Tournai et Mouscron,hainaut,6,wallonie,1,6,-2.035568768762442
Péruwelz,7603,Tournai et Mouscron,hainaut,6,wallonie,1,6,-2.035568768762442
Brunehaut,7624,Tournai et Mouscron,hainaut,6,wallonie,1,6,-1.6111010651895912
Antoing,7641,Tournai et Mouscron,hainaut,6,wallonie,1,6,-1.6552564670776038
Pecq,7742,Tournai et Mouscron,hainaut,6,wallonie,1,6,-1.6732912738499186
Comines-Warneton,7780,Tournai et Mouscron,hainaut,6,wallonie,1,6,-1.8100640308320972
Ath,7801,Ath,hainaut,6,wallonie,1,9,-1.7484161966211766
Lessines,7866,Ath,hainaut,6,wallonie,1,9,-1.9544978563841924
Leuze-en-Hainaut,7900,Tournai et Mouscron,hainaut,6,wallonie,1,6,-1.6045702832512352
Leuze-en-Hainaut,7903,Tournai et Mouscron,hainaut,6,wallonie,1,6,-1.6045702832512352
Belœil,7970,Ath,hainaut,6,wallonie,1,9,-1.7183691138397839
Renaix,9600,Audenarde,flandre-orientale,1,flandre,0,19,-2.5345989227442414
Etterbeek,1040,Bruxelles-Capitale,bruxelles-capitale,3,bruxelles-capitale,2,30,-3.438875131417699
Anderlecht,1070,Bruxelles-Capitale,bruxelles-capitale,3,bruxelles-capitale,2,30,-2.7727024185468894
Auderghem,1160,Bruxelles-Capitale,bruxelles-capitale,3,bruxelles-capitale,2,30,-2.8728648331308277
Uccle,1180,Bruxelles-Capitale,bruxelles-capitale,3,bruxelles-capitale,2,30,-3.273242626701166
Forest,1190,Bruxelles-Capitale,bruxelles-capitale,3,bruxelles-capitale,2,30,-3.010760986110368
Nivelles,1400,Nivelles,brabant-wallon,8,wallonie,1,4,-1.8952530213573229
Nivelles,1402,Nivelles,brabant-wallon,8,wallonie,1,4,-1.8952530213573229
Genappe,1473,Nivelles,brabant-wallon,8,wallonie,1,4,-1.8039701322182824
Genappe,1476,Nivelles,brabant-wallon,8,wallonie,1,4,-1.8039701322182824
Biévène,1547,Hal-Vilvorde,brabant-flamand,5,flandre,0,8,-1.5337111270306194
Linkebeek,1630,Hal-Vilvorde,brabant-flamand,5,flandre,0,8,-3.022062671384561
Rhode-Saint-Genèse,1640,Hal-Vilvorde,brabant-flamand,5,flandre,0,8,-3.1414176826462286
Liège,4030,Liège,liege,4,wallonie,1,3,-2.830604864273826
Chaudfontaine,4053,Liège,liege,4,wallonie,1,3,-3.1236125239772212
Anthisnes,4161,Huy,liege,4,wallonie,1,15,-1.3751862137186448
Anthisnes,4163,Huy,liege,4,wallonie,1,15,-1.3751862137186448
Wasseiges,4219,Waremme,liege,4,wallonie,1,14,-1.3805783639610647
Geer,4252,Waremme,liege,4,wallonie,1,14,-1.771854215207943
Lincent,4287,Waremme,liege,4,wallonie,1,14,-1.8613869487449608
Remicourt,4351,Waremme,liege,4,wallonie,1,14,-1.9193357307822263
Ans,4430,Liège,liege,4,wallonie,1,3,-2.5903543244013143
Ans,4432,Liège,liege,4,wallonie,1,3,-2.5903543244013143
Dalhem,4608,Liège,liege,4,wallonie,1,3,-1.8096120973940113
Fléron,4621,Liège,liege,4,wallonie,1,3,-2.9412505766011394
Fléron,4623,Liège,liege,4,wallonie,1,3,-2.9412505766011394
Soumagne,4632,Liège,liege,4,wallonie,1,3,-2.6133575280061447
Herve,4654,Verviers,liege,4,wallonie,1,5,-1.9894992082644871
Oupeye,4681,Liège,liege,4,wallonie,1,3,-2.3624307517636445
Oupeye,4684,Liège,liege,4,wallonie,1,3,-2.3624307517636445
Eupen,4700,Verviers,liege,4,wallonie,1,5,-1.1133098650482713
Saint-Vith,4780,Verviers,liege,4,wallonie,1,5,-0.6570755402905435
Saint-Vith,4782,Verviers,liege,4,wallonie,1,5,-0.6570755402905435
Theux,4800,Verviers,liege,4,wallonie,1,5,-1.496832259812525
Limbourg,4830,Verviers,liege,4,wallonie,1,5,-1.5240509421762134
Plombières,4852,Verviers,liege,4,wallonie,1,5,-1.519895895888827
Sprimont,4920,Liège,liege,4,wallonie,1,3,-1.9295115641940204
Lierneux,4990,Verviers,liege,4,wallonie,1,5,-0.38185754862525284
Ohey,5353,Namur,namur,9,wallonie,1,1,-1.3071651820119745
Ohey,5354,Namur,namur,9,wallonie,1,1,-1.3071651820119745
Hamois,5362,Dinant,namur,9,wallonie,1,0,-1.17771644129925
Hamois,5363,Dinant,namur,9,wallonie,1,0,-1.17771644129925
Havelange,5372,Dinant,namur,9,wallonie,1,0,-0.6591383447839794
Dinant,5501,Dinant,namur,9,wallonie,1,0,-1.0807499136483643
Onhaye,5521,Dinant,namur,9,wallonie,1,0,-0.5920256682961532
Onhaye,5522,Dinant,namur,9,wallonie,1,0,-0.5920256682961532
Charleroi,6020,Charleroi,hainaut,6,wallonie,1,21,-2.8855335437554714
Charleroi,6032,Charleroi,hainaut,6,wallonie,1,21,-2.8855335437554714
Montigny-le-Tilleul,6111,Charleroi,hainaut,6,wallonie,1,21,-2.9238474450070817
Châtelet,6200,Charleroi,hainaut,6,wallonie,1,21,-2.6452819863159758
Fleurus,6221,Charleroi,hainaut,6,wallonie,1,21,-1.8099311284986277
Fleurus,6224,Charleroi,hainaut,6,wallonie,1,21,-1.8099311284986277
Chimay,6462,Thuin,hainaut,6,wallonie,1,18,-0.4279792133148156
Chimay,6463,Thuin,hainaut,6,wallonie,1,18,-0.4279792133148156
Beaumont,6511,Thuin,hainaut,6,wallonie,1,18,-0.8184459659187443
Lobbes,6543,Thuin,hainaut,6,wallonie,1,18,-1.7110553747518567
Momignies,6592,Thuin,hainaut,6,wallonie,1,18,-0.947555703325512
Theux,6661,Verviers,liege,4,wallonie,1,5,-1.496832259812525
Houffalize,6661,Bastogne,luxembourg,10,wallonie,1,31,-0.3667708615461336
Houffalize,6666,Bastogne,luxembourg,10,wallonie,1,31,-0.3667708615461336
Gouvy,6671,Bastogne,luxembourg,10,wallonie,1,31,-0.305068953701205
Gouvy,6672,Bastogne,luxembourg,10,wallonie,1,31,-0.305068953701205
Gouvy,6674,Bastogne,luxembourg,10,wallonie,1,31,-0.305068953701205
Bertogne,6686,Bastogne,luxembourg,10,wallonie,1,31,-0.44456953695593393
Bertogne,6687,Bastogne,luxembourg,10,wallonie,1,31,-0.44456953695593393
Habay,6723,Virton,luxembourg,10,wallonie,1,23,-0.6981120431623047
Messancy,6782,Arlon,luxembourg,10,wallonie,1,39,-1.3602421950364578
Aubange,6791,Arlon,luxembourg,10,wallonie,1,39,-1.8593203296248104
Chiny,6811,Virton,luxembourg,10,wallonie,1,23,-0.3118550232096052
Chiny,6813,Virton,luxembourg,10,wallonie,1,23,-0.3118550232096052
Flémalle,6831,Liège,liege,4,wallonie,1,3,-2.4830741956565654
Bouillon,6838,Neufchâteau,luxembourg,10,wallonie,1,16,-0.1740603571589246
Wellin,6921,Neufchâteau,luxembourg,10,wallonie,1,16,-0.4603389501309099
Wellin,6922,Neufchâteau,luxembourg,10,wallonie,1,16,-0.4603389501309099
Tenneville,6971,Marche-en-Famenne,luxembourg,10,wallonie,1,24,-0.3042060868417184
La Roche-en-Ardenne,6982,Marche-en-Famenne,luxembourg,10,wallonie,1,24,-0.16592298577206152
La Roche-en-Ardenne,6983,Marche-en-Famenne,luxembourg,10,wallonie,1,24,-0.16592298577206152
La Roche-en-Ardenne,6986,Marche-en-Famenne,luxembourg,10,wallonie,1,24,-0.16592298577206152
Houffalize,6997,Bastogne,luxembourg,10,wallonie,1,31,-0.3667708615461336
Mons,7011,Mons,hainaut,6,wallonie,1,11,-2.2921898083274823
Mons,7031,Mons,hainaut,6,wallonie,1,11,-2.2921898083274823
Soignies,7061,Soignies,hainaut,6,wallonie,1,33,-1.7195300128355355
Morlanwelz,7141,La Louvière,hainaut,6,wallonie,1,32,-2.7016054829487675
Bernissart,7322,Ath,hainaut,6,wallonie,1,9,-1.999142412718913
Saint-Ghislain,7334,Mons,hainaut,6,wallonie,1,11,-2.033290225626708
Tournai,7503,Tournai et Mouscron,hainaut,6,wallonie,1,6,-1.9648941690841963
Tournai,7521,Tournai et Mouscron,hainaut,6,wallonie,1,6,-1.9648941690841963
Tournai,7548,Tournai et Mouscron,hainaut,6,wallonie,1,6,-1.9648941690841963
Péruwelz,7601,Tournai et Mouscron,hainaut,6,wallonie,1,6,-2.035568768762442
Rumes,7618,Tournai et Mouscron,hainaut,6,wallonie,1,6,-1.9769670754145738
Mouscron,7711,Tournai et Mouscron,hainaut,6,wallonie,1,6,-2.8728740402270794
Ath,7803,Ath,hainaut,6,wallonie,1,9,-1.7484161966211766
Flobecq,7880,Ath,hainaut,6,wallonie,1,9,-1.738454282281861
Belœil,7973,Ath,hainaut,6,wallonie,1,9,-1.7183691138397839
Bruxelles,1000,Bruxelles-Capitale,bruxelles-capitale,3,bruxelles-capitale,2,30,-2.581414936244784
Berchem-Sainte-Agathe,1082,Bruxelles-Capitale,bruxelles-capitale,3,bruxelles-capitale,2,30,-3.3375599132776372
La Hulpe,1310,Nivelles,brabant-wallon,8,wallonie,1,4,-2.5161544114349983
Rixensart,1330,Nivelles,brabant-wallon,8,wallonie,1,4,-3.4102646553374427
Rixensart,1332,Nivelles,brabant-wallon,8,wallonie,1,4,-3.4102646553374427
Ottignies-Louvain-la-Neuve,1342,Nivelles,brabant-wallon,8,wallonie,1,4,-2.670084035741534
Nivelles,1404,Nivelles,brabant-wallon,8,wallonie,1,4,-1.8952530213573229
Waterloo,1410,Nivelles,brabant-wallon,8,wallonie,1,4,-3.331157502710062
Braine-l'Alleud,1421,Nivelles,brabant-wallon,8,wallonie,1,4,-2.6454629655921007
Braine-l'Alleud,1428,Nivelles,brabant-wallon,8,wallonie,1,4,-2.6454629655921007
Ittre,1461,Nivelles,brabant-wallon,8,wallonie,1,4,-1.8688155203534396
Court-Saint-Étienne,1490,Nivelles,brabant-wallon,8,wallonie,1,4,-2.2676785237987045
Wezembeek-Oppem,1970,Hal-Vilvorde,brabant-flamand,5,flandre,0,8,-3.4823401710360344
Chaudfontaine,4051,Liège,liege,4,wallonie,1,3,-3.1236125239772212
Seraing,4100,Liège,liege,4,wallonie,1,3,-2.719015898762852
Seraing,4101,Liège,liege,4,wallonie,1,3,-2.719015898762852
Esneux,4130,Liège,liege,4,wallonie,1,3,-2.2635488300922812
Anthisnes,4160,Huy,liege,4,wallonie,1,15,-1.3751862137186448
Juprelle,4451,Liège,liege,4,wallonie,1,3,-1.9128490728370573
Saint-Georges-sur-Meuse,4470,Waremme,liege,4,wallonie,1,14,-2.2295015589557963
Visé,4601,Liège,liege,4,wallonie,1,3,-2.22863580488391
Fléron,4620,Liège,liege,4,wallonie,1,3,-2.9412505766011394
Fléron,4624,Liège,liege,4,wallonie,1,3,-2.9412505766011394
Soumagne,4633,Liège,liege,4,wallonie,1,3,-2.6133575280061447
Oupeye,4683,Liège,liege,4,wallonie,1,3,-2.3624307517636445
Raeren,4731,Verviers,liege,4,wallonie,1,5,-1.2674240912039443
Saint-Vith,4783,Verviers,liege,4,wallonie,1,5,-0.6570755402905435
Verviers,4802,Verviers,liege,4,wallonie,1,5,-2.838255646959387
Limbourg,4834,Verviers,liege,4,wallonie,1,5,-1.5240509421762134
Welkenraedt,4841,Verviers,liege,4,wallonie,1,5,-1.9304831549846726
Namur,5001,Namur,namur,9,wallonie,1,1,-2.5327944470916157
Ohey,5351,Namur,namur,9,wallonie,1,1,-1.3071651820119745
Havelange,5376,Dinant,namur,9,wallonie,1,0,-0.6591383447839794
Dinant,5504,Dinant,namur,9,wallonie,1,0,-1.0807499136483643
Theux,5530,Verviers,liege,4,wallonie,1,5,-1.496832259812525
Hastière,5544,Dinant,namur,9,wallonie,1,0,-0.9758937217554582
Beauraing,5576,Dinant,namur,9,wallonie,1,0,-0.5319539220930115
Florennes,5621,Philippeville,namur,9,wallonie,1,12,-0.8073678814089904
Mettet,5641,Namur,namur,9,wallonie,1,1,-1.2780359386790945
Mettet,5646,Namur,namur,9,wallonie,1,1,-1.2780359386790945
Charleroi,6030,Charleroi,hainaut,6,wallonie,1,21,-2.8855335437554714
Charleroi,6040,Charleroi,hainaut,6,wallonie,1,21,-2.8855335437554714
Montigny-le-Tilleul,6110,Charleroi,hainaut,6,wallonie,1,21,-2.9238474450070817
Fontaine-l'Évêque,6142,Charleroi,hainaut,6,wallonie,1,21,-2.3149898960228175
Anderlues,6150,Thuin,hainaut,6,wallonie,1,18,-2.714648899160757
Courcelles,6180,Charleroi,hainaut,6,wallonie,1,21,-2.393312970283998
Les Bons Villers,6211,Charleroi,hainaut,6,wallonie,1,21,-1.752169073438321
Fleurus,6222,Charleroi,hainaut,6,wallonie,1,21,-1.8099311284986277
Froidchapelle,6441,Thuin,hainaut,6,wallonie,1,18,-0.34745327854100083
Chimay,6461,Thuin,hainaut,6,wallonie,1,18,-0.4279792133148156
Thuin,6534,Thuin,hainaut,6,wallonie,1,18,-1.5349956674448335
Momignies,6591,Thuin,hainaut,6,wallonie,1,18,-0.947555703325512
Houffalize,6660,Bastogne,luxembourg,10,wallonie,1,31,-0.3667708615461336
Vielsalm,6692,Bastogne,luxembourg,10,wallonie,1,31,-0.6367638126281108
Vielsalm,6698,Bastogne,luxembourg,10,wallonie,1,31,-0.6367638126281108
Étalle,6743,Virton,luxembourg,10,wallonie,1,23,-0.7725383952962527
Messancy,6781,Arlon,luxembourg,10,wallonie,1,39,-1.3602421950364578
Paliseul,6851,Neufchâteau,luxembourg,10,wallonie,1,16,-0.5521365688854891
Mons,7000,Mons,hainaut,6,wallonie,1,11,-2.2921898083274823
Soignies,7062,Soignies,hainaut,6,wallonie,1,33,-1.7195300128355355
Binche,7131,La Louvière,hainaut,6,wallonie,1,32,-2.2326723569282567
Boussu,7300,Mons,hainaut,6,wallonie,1,11,-2.531853272403469
Saint-Ghislain,7331,Mons,hainaut,6,wallonie,1,11,-2.033290225626708
Saint-Ghislain,7333,Mons,hainaut,6,wallonie,1,11,-2.033290225626708
Tournai,7501,Tournai et Mouscron,hainaut,6,wallonie,1,6,-1.9648941690841963
Tournai,7530,Tournai et Mouscron,hainaut,6,wallonie,1,6,-1.9648941690841963
Tournai,7531,Tournai et Mouscron,hainaut,6,wallonie,1,6,-1.9648941690841963
Rumes,7610,Tournai et Mouscron,hainaut,6,wallonie,1,6,-1.9769670754145738
Rumes,7611,Tournai et Mouscron,hainaut,6,wallonie,1,6,-1.9769670754145738
Brunehaut,7622,Tournai et Mouscron,hainaut,6,wallonie,1,6,-1.6111010651895912
Antoing,7643,Tournai et Mouscron,hainaut,6,wallonie,1,6,-1.6552564670776038
Mouscron,7700,Tournai et Mouscron,hainaut,6,wallonie,1,6,-2.8728740402270794
Ath,7810,Ath,hainaut,6,wallonie,1,9,-1.7484161966211766
Lessines,7863,Ath,hainaut,6,wallonie,1,9,-1.9544978563841924
Leuze-en-Hainaut,7901,Tournai et Mouscron,hainaut,6,wallonie,1,6,-1.6045702832512352
Leuze-en-Hainaut,7906,Tournai et Mouscron,hainaut,6,wallonie,1,6,-1.6045702832512352
Brugelette,7942,Ath,hainaut,6,wallonie,1,9,-1.2923581580544627
Chièvres,7951,Ath,hainaut,6,wallonie,1,9,-1.5374507382288638
Messines,8957,Ypres,flandre-occidentale,0,flandre,0,27,-1.9172826458784642
Sint-Gillis,1060,Bruxelles-Capitale,bruxelles-capitale,3,bruxelles-capitale,2,30,-3.458745080839866
Sint-Jans-Molenbeek,1080,Bruxelles-Capitale,bruxelles-capitale,3,bruxelles-capitale,2,30,-3.036240582144672
Brussel,1120,Bruxelles-Capitale,bruxelles-capitale,3,bruxelles-capitale,2,30,-2.581414936244784
Galmaarden,1570,Hal-Vilvorde,brabant-flamand,5,flandre,0,8,-2.1414062926769977
Sint-Pieters-Leeuw,1601,Hal-Vilvorde,brabant-flamand,5,flandre,0,8,-2.3891934194277074
Beersel,1652,Hal-Vilvorde,brabant-flamand,5,flandre,0,8,-2.8513215326091834
Pepingen,1673,Hal-Vilvorde,brabant-flamand,5,flandre,0,8,-1.7585861269883607
Asse,1730,Hal-Vilvorde,brabant-flamand,5,flandre,0,8,-2.3967826889689516
Asse,1731,Hal-Vilvorde,brabant-flamand,5,flandre,0,8,-2.3967826889689516
Lennik,1750,Hal-Vilvorde,brabant-flamand,5,flandre,0,8,-2.275852207789248
Gooik,1755,Hal-Vilvorde,brabant-flamand,5,flandre,0,8,-2.0258505092879036
Roosdaal,1760,Hal-Vilvorde,brabant-flamand,5,flandre,0,8,-2.7160425635617407
Liedekerke,1770,Hal-Vilvorde,brabant-flamand,5,flandre,0,8,-2.88111796332026
Machelen,1831,Hal-Vilvorde,brabant-flamand,5,flandre,0,8,-2.380667701539006
Meise,1860,Hal-Vilvorde,brabant-flamand,5,flandre,0,8,-2.539691056435877
Kapelle-op-den-Bos,1880,Hal-Vilvorde,brabant-flamand,5,flandre,0,8,-2.5857280658805455
Kampenhout,1910,Hal-Vilvorde,brabant-flamand,5,flandre,0,8,-2.39210012164182
Zaventem,1930,Hal-Vilvorde,brabant-flamand,5,flandre,0,8,-2.612727828309232
Zaventem,1933,Hal-Vilvorde,brabant-flamand,5,flandre,0,8,-2.612727828309232
Zemst,1982,Hal-Vilvorde,brabant-flamand,5,flandre,0,8,-2.5096116991396036
Antwerpen,2000,Antwerpen,anvers,2,flandre,0,17,-2.3140252327608355
Antwerpen,2050,Antwerpen,anvers,2,flandre,0,17,-2.3140252327608355
Antwerpen,2180,Antwerpen,anvers,2,flandre,0,17,-2.3140252327608355
Herentals,2200,Turnhout,anvers,2,flandre,0,22,-2.3215977884107
